cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal,Apoio psicológico,Auxílio Creche,Auxílio Educação,Auxílio Internet,Café Grátis,Celular Corporativo,Day off no aniversário,Gympass,Gympass ou subsídio para academia,Home Office,Home office,Horas extras,Horário Flexível,Horário flexível,Insalubridade ou periculosidade,Licença maternidade estendida,Licença paternidade estendida,Não informado,PLR,Participação nos Lucros e Resultados (PLR),Plano Odontológico,Plano de Saúde,Plano de saúde,Previdência privada,Seguro de vida,Stock Options,Vale Alimentação,Vale Refeição,Vale Transporte,Vale-alimentação,Vale-refeição,Viagens,estado,texto_vaga
Data Engineer,Mercado Livre,17.567,"Jundiaí, São Paulo",Híbrido,Sênior,7 anos de experiência,CLT,278.395,"Inclui bônus, PLR, stock options e comissões",234.168,17.567,Funcionário em abril de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,23.2,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Sênior SP Híbrido
Data Engineer,AB Inbev,7.93,"São Paulo, São Paulo",Híbrido,Pleno,4 anos de experiência,CLT,121.707,"Inclui bônus, PLR, stock options e comissões",105.707,16.000,Funcionário em abril de 2025,Engenheiro de dados,Vale Refeição | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,10.142,sim,sim,sim,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
Data Engineer,XP Inc.,6.0,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,119.98,"Inclui bônus, PLR, stock options e comissões",79.98,40.000,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,9.998,sim,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Júnior SP Híbrido
Data Engineer,DB1 Group,3.0,"Maringá, Paraná",Presencial,Júnior,1.5 anos de experiência,CLT,39.99,"Inclui bônus, PLR, stock options e comissões",39.99,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,3.333,sim,nao,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,PR,Data Engineer Júnior PR Presencial
Data Engineer,Indicium,7.088,"Florianópolis, Santa Catarina",Remoto,Pleno,2 anos de experiência,CLT,101.483,"Inclui bônus, PLR, stock options e comissões",94.483,7.000,Funcionário em abril de 2025,Banco de Dados,Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Gympass ou subsídio para academia | Day off no aniversário,8.457,nao,nao,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,SC,Data Engineer Pleno SC Remoto
Data Engineer,Indicium,8.297,"Florianópolis, Santa Catarina",Remoto,Pleno,3 anos de experiência,CLT,118.896,"Inclui bônus, PLR, stock options e comissões",110.599,8.297,Funcionário em abril de 2025,Banco de Dados,Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,9.908,nao,nao,nao,sim,sim,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,SC,Data Engineer Pleno SC Remoto
Data Engineer,Banco Santander,7.0,"São Paulo, São Paulo",Presencial,Pleno,3 anos de experiência,CLT,93.31,"Inclui bônus, PLR, stock options e comissões",93.31,Não informado,Saiu da empresa em 2022 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,7.776,sim,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Pleno SP Presencial
Data Engineer,Banco Itaú,16.784,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,284.212,"Inclui bônus, PLR, stock options e comissões",223.731,60.481,Funcionário em abril de 2025,Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,23.684,sim,sim,sim,sim,nao,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Sênior SP Híbrido
Data Engineer,Banco Itaú,6.5,"São Paulo, São Paulo",Híbrido,Júnior,1.4 anos de experiência,CLT,110.645,"Inclui bônus, PLR, stock options e comissões",86.645,24.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,9.22,sim,sim,sim,nao,sim,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Júnior SP Híbrido
Data Engineer,Unidas,17.0,"Curitiba, Paraná",Remoto,Sênior,10 anos de experiência,PJ,209.0,"Inclui bônus, PLR, stock options e comissões",204.0,5.000,Saiu da empresa em 2024 (ex-funcionário),Inteligência Artificial / Machine Learning,Auxílio Educação | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras,17.417,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,PR,Data Engineer Sênior PR Remoto
Data Engineer,Serasa Experian,4.5,"Fortaleza, Ceará",Remoto,Júnior,2 anos de experiência,CLT,66.985,"Inclui bônus, PLR, stock options e comissões",59.985,7.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Licença maternidade estendida | Licença paternidade estendida,5.582,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,CE,Data Engineer Júnior CE Remoto
Data Engineer,ClearSale,13.4,São Paulo,Remoto,Sênior,4 anos de experiência,CLT,196.622,"Inclui bônus, PLR, stock options e comissões",178.622,18.000,Funcionário em abril de 2025,Outra,Vale Refeição | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Licença paternidade estendida,16.385,nao,sim,nao,nao,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,SP,Data Engineer Sênior SP Remoto
Data Engineer,BRQ Digital Solutions,6.568,"São Paulo, São Paulo",Remoto,Pleno,3.9 anos de experiência,CLT,87.551,"Inclui bônus, PLR, stock options e comissões",87.551,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,7.296,sim,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Remoto
Data Engineer,Credz,13.58,"São Paulo, São Paulo",Remoto,Sênior,11 anos de experiência,CLT,181.021,"Inclui bônus, PLR, stock options e comissões",181.021,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.085,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Sênior SP Remoto
Data Engineer,Stefanini,13.7,"São Paulo, São Paulo",Remoto,Sênior,8 anos de experiência,CLT,182.621,"Inclui bônus, PLR, stock options e comissões",182.621,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office,15.218,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Sênior SP Remoto
Data Engineer,Cargill,18.0,"Rio de Janeiro, Rio de Janeiro",Remoto,Pleno,12 anos de experiência,PJ,216.0,"Inclui bônus, PLR, stock options e comissões",216.0,Não informado,Funcionário em abril de 2025,Banco de Dados,Home Office,18.0,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,RJ,Data Engineer Pleno RJ Remoto
Data Engineer,TOOLS,7.7,"São Paulo, São Paulo",Híbrido,Sênior,4 anos de experiência,CLT,116.641,"Inclui bônus, PLR, stock options e comissões",102.641,14.000,Funcionário em abril de 2025,Desenvolvimento Web,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,9.72,nao,nao,sim,nao,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Sênior SP Híbrido
Data Engineer,Compass UOL,9.3,Paraná,Remoto,Sênior,4 anos de experiência,CLT,123.969,"Inclui bônus, PLR, stock options e comissões",123.969,Não informado,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,10.331,sim,nao,nao,sim,nao,nao,sim,nao,sim,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,PR,Data Engineer Sênior PR Remoto
Data Engineer,DoorDash,23.8,São Paulo,Híbrido,Pleno,5 anos de experiência,CLT,517.254,"Inclui bônus, PLR, stock options e comissões",317.254,Não informado,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,43.105,nao,sim,nao,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
Data Engineer,F1rst Digital Services,8.5,São Paulo,Híbrido,Pleno,4 anos de experiência,CLT,139.305,"Inclui bônus, PLR, stock options e comissões",113.305,26.000,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,11.609,nao,sim,sim,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
Data Engineer,Grupo Boticário,9.94,"São Paulo, São Paulo",Remoto,Sênior,5 anos de experiência,CLT,157.5,"Inclui bônus, PLR, stock options e comissões",132.5,25.000,Funcionário em abril de 2025,Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,13.125,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,sim,SP,Data Engineer Sênior SP Remoto
Data Engineer,Banco Itaú,10.0,"São Paulo, São Paulo",Híbrido,Pleno,14 anos de experiência,CLT,173.3,"Inclui bônus, PLR, stock options e comissões",133.3,40.000,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,14.442,sim,sim,nao,sim,sim,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
Data Engineer,Localiza,6.5,"Curitiba, Paraná",Remoto,Pleno,5 anos de experiência,CLT,106.645,"Inclui bônus, PLR, stock options e comissões",86.645,20.000,Funcionário em abril de 2025,Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,8.887,sim,sim,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,nao,nao,sim,sim,sim,nao,nao,sim,PR,Data Engineer Pleno PR Remoto
Data Engineer,BIX Tech,9.0,Pernambuco,Remoto,Pleno,5 anos de experiência,PJ,108.0,"Inclui bônus, PLR, stock options e comissões",108.0,Não informado,Funcionário em abril de 2025,Engenharia de Dados,Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,9.0,sim,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,PE,Data Engineer Pleno PE Remoto
Data Engineer,MRV&Co,7.0,"Belo Horizonte, Minas Gerais",Remoto,Pleno,3 anos de experiência,CLT,94.11,"Inclui bônus, PLR, stock options e comissões",93.31,800,Saiu da empresa em 2023 (ex-funcionário),Banco de Dados,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida,7.843,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,MG,Data Engineer Pleno MG Remoto
Data Engineer,Artefact,10.725,"Rio de Janeiro, Rio de Janeiro",Remoto,Sênior,5 anos de experiência,CLT,171.564,"Inclui bônus, PLR, stock options e comissões",142.964,28.600,Funcionário em abril de 2025,Engenharia de Software,Vale Refeição | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,14.297,nao,sim,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,sim,RJ,Data Engineer Sênior RJ Remoto
Data Engineer,BRQ Digital Solutions,9.5,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,126.635,"Inclui bônus, PLR, stock options e comissões",126.635,Não informado,Funcionário em abril de 2025,Engenharia de dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Viagens | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,10.553,sim,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,SP,Data Engineer Pleno SP Remoto
Data Engineer,Larroudé,8.0,"São Paulo, São Paulo",Presencial,Pleno,4 anos de experiência,CLT,127.97,"Inclui bônus, PLR, stock options e comissões",106.64,8.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,10.664,sim,nao,sim,sim,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,sim,SP,Data Engineer Pleno SP Presencial
Data Engineer,Wildlife Studios,14.0,"São Paulo, São Paulo",Híbrido,Pleno,4 anos de experiência,CLT,199.62,"Inclui bônus, PLR, stock options e comissões",186.62,Não informado,Funcionário em abril de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,16.635,sim,sim,nao,sim,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,sim,sim,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
Data Engineer,Banco Itaú,7.5,"São Paulo, São Paulo",Híbrido,Júnior,3 anos de experiência,CLT,126.475,"Inclui bônus, PLR, stock options e comissões",99.975,26.500,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,10.54,sim,sim,sim,sim,nao,nao,sim,nao,sim,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Júnior SP Híbrido
Data Engineer,Compass UOL,8.223,"Rio de Janeiro, Rio de Janeiro",Remoto,Pleno,3 anos de experiência,CLT,109.613,"Inclui bônus, PLR, stock options e comissões",109.613,Não informado,Funcionário em abril de 2025,Engenharia de Software,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,9.134,sim,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,RJ,Data Engineer Pleno RJ Remoto
Data Engineer,Leega,8.0,"Curitiba, Paraná",Remoto,Sênior,6 anos de experiência,CLT,153.762,"Inclui bônus, PLR, stock options e comissões",106.64,1.800,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,12.814,nao,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,PR,Data Engineer Sênior PR Remoto
Data Engineer,Banco Itaú,6.7,São Paulo,Híbrido,Júnior,0.7 anos de experiência,CLT,105.311,"Inclui bônus, PLR, stock options e comissões",89.311,16.000,Funcionário em março de 2025,Engenharia de Software,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,8.776,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Engineer Júnior SP Híbrido
Data Engineer,PagBank,9.35,"São João da Boa Vista, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,146.636,"Inclui bônus, PLR, stock options e comissões",124.636,22.000,Oferta de emprego recebida em março de 2024,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,12.22,sim,sim,sim,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Remoto
Data Engineer,IBM,7.79,"João Pessoa, Paraíba",Remoto,Pleno,4 anos de experiência,CLT,106.841,"Inclui bônus, PLR, stock options e comissões",103.841,3.000,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,8.903,sim,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,sim,PB,Data Engineer Pleno PB Remoto
Data Engineer,Banco Bradesco,11.5,"Recife, Pernambuco",Híbrido,Pleno,4.8 anos de experiência,CLT,173.295,"Inclui bônus, PLR, stock options e comissões",153.295,20.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,14.441,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,PE,Data Engineer Pleno PE Híbrido
Data Engineer,Banco Itaú,10.964,"São Paulo, São Paulo",Híbrido,Pleno,5.5 anos de experiência,CLT,181.15,"Inclui bônus, PLR, stock options e comissões",146.15,35.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.096,sim,sim,sim,sim,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
Data Engineer,Softplan,8.0,"Florianópolis, Santa Catarina",Remoto,Pleno,4 anos de experiência,CLT,114.64,"Inclui bônus, PLR, stock options e comissões",106.64,8.000,Funcionário em março de 2025,DevOps,Vale Refeição | Plano de Saúde | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,9.553,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,SC,Data Engineer Pleno SC Remoto
Data Engineer,Banco Itaú,9.5,São Paulo,Híbrido,Pleno,8 anos de experiência,CLT,138.635,"Inclui bônus, PLR, stock options e comissões",126.635,12.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,11.553,sim,nao,nao,nao,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Engineer Pleno SP Híbrido
